system time	LC	op	qsize	received from
19:16:26.229000	1	5	0	0
19:16:26.563000	2	0	0	1001
19:16:26.896000	3	6	0	0
19:16:27.231000	4	6	0	0
19:16:27.564000	5	2	0	0
19:16:27.899000	9	0	0	1000
19:16:28.234000	10	3	0	0
19:16:28.567000	11	6	0	0
19:16:28.900000	13	0	0	1000
19:16:29.234000	14	5	0	0
19:16:29.568000	15	5	0	0
19:16:29.901000	16	5	0	0
19:16:30.235000	17	7	0	0
19:16:30.569000	18	7	0	0
19:16:30.903000	22	0	0	1001
19:16:31.237000	25	0	0	1000
19:16:31.572000	26	6	0	0
19:16:31.906000	27	0	0	1001
19:16:32.239000	30	0	0	1000
19:16:32.574000	31	0	0	1001
19:16:32.907000	32	7	0	0
19:16:33.240000	33	2	0	0
19:16:33.574000	34	3	0	0
19:16:33.908000	35	7	0	0
19:16:34.242000	36	9	0	0
19:16:34.575000	37	1	0	0
19:16:34.908000	38	1	0	0
19:16:35.242000	39	7	0	0
19:16:35.576000	47	0	0	1000
19:16:35.909000	48	0	0	1000
19:16:36.243000	49	0	0	1001
19:16:36.577000	51	0	0	1000
19:16:36.910000	53	0	0	1000
19:16:37.244000	54	10	0	0
19:16:37.578000	55	3	0	0
19:16:37.912000	56	6	0	0
19:16:38.246000	57	1	0	0
19:16:38.581000	58	3	0	0
19:16:38.914000	64	0	0	1000
19:16:39.248000	65	3	0	0
19:16:39.583000	66	6	0	0
19:16:39.916000	67	3	0	0
19:16:40.250000	68	8	0	0
19:16:40.584000	69	0	1	1001
19:16:40.917000	71	0	1	1000
19:16:41.251000	73	0	0	1000
19:16:41.585000	75	0	1	1001
19:16:41.918000	76	0	0	1001
19:16:42.252000	77	10	0	0
19:16:42.586000	79	0	1	1001
19:16:42.920000	82	0	0	1000
19:16:43.253000	83	2	0	0
19:16:43.586000	86	0	1	1000
19:16:43.920000	87	0	0	1001
19:16:44.254000	90	0	0	1000
19:16:44.588000	91	7	0	0
19:16:44.922000	92	0	0	1001
19:16:45.256000	93	2	0	0
19:16:45.591000	96	0	0	1000
19:16:45.925000	97	10	0	0
19:16:46.259000	98	0	0	1001
19:16:46.593000	100	0	0	1001
19:16:46.927000	101	0	0	1001
19:16:47.262000	102	0	0	1001
19:16:47.595000	103	0	0	1001
19:16:47.929000	104	7	0	0
19:16:48.263000	110	0	0	1000
19:16:48.596000	111	5	0	0
19:16:48.930000	112	2	0	0
19:16:49.264000	113	1	0	0
19:16:49.597000	114	0	0	1001
19:16:49.932000	115	9	0	0
19:16:50.266000	116	8	0	0
19:16:50.600000	117	4	0	0
19:16:50.934000	122	0	0	1001
19:16:51.268000	123	9	0	0
19:16:51.602000	124	0	0	1001
19:16:51.936000	126	0	0	1001
19:16:52.270000	127	1	0	0
19:16:52.605000	128	4	0	0
19:16:52.939000	129	4	0	0
19:16:53.273000	130	7	0	0
19:16:53.608000	137	0	0	1000
19:16:53.942000	138	3	0	0
