system time	LC	op	qsize	received from
20:25:16.591000	1	2	0	0
20:25:16.758000	2	0	0	1002
20:25:16.925000	3	2	0	0
20:25:17.092000	4	4	0	0
20:25:17.259000	5	3	0	0
20:25:17.427000	6	0	0	1000
20:25:17.594000	7	1	0	0
20:25:17.761000	8	3	0	0
20:25:17.928000	9	4	0	0
20:25:18.095000	10	1	0	0
20:25:18.263000	11	3	1	0
20:25:18.431000	12	0	0	1002
20:25:18.598000	13	3	0	0
20:25:18.764000	14	1	0	0
20:25:18.931000	15	3	0	0
20:25:19.098000	16	2	0	0
20:25:19.265000	17	2	0	0
20:25:19.432000	18	3	0	0
20:25:19.599000	19	1	0	0
20:25:19.766000	20	1	0	0
20:25:19.933000	21	2	0	0
20:25:20.099000	22	4	0	0
20:25:20.266000	23	3	0	0
20:25:20.433000	24	4	0	0
20:25:20.601000	25	3	0	0
20:25:20.768000	26	1	0	0
20:25:20.936000	27	3	0	0
20:25:21.102000	28	2	0	0
20:25:21.268000	29	4	0	0
20:25:21.435000	30	4	0	0
20:25:21.602000	31	3	0	0
20:25:21.768000	32	1	0	0
20:25:21.935000	33	3	0	0
20:25:22.102000	34	2	0	0
20:25:22.269000	35	1	0	0
20:25:22.436000	36	3	0	0
20:25:22.603000	37	1	0	0
20:25:22.770000	38	2	0	0
20:25:22.936000	39	3	0	0
20:25:23.103000	40	1	0	0
20:25:23.270000	41	3	0	0
20:25:23.438000	42	2	0	0
20:25:23.605000	43	1	0	0
20:25:23.773000	44	3	0	0
20:25:23.940000	45	3	0	0
20:25:24.107000	46	1	0	0
20:25:24.273000	47	3	0	0
20:25:24.440000	48	4	0	0
20:25:24.607000	49	2	0	0
20:25:24.773000	50	1	0	0
20:25:24.939000	51	3	0	0
20:25:25.106000	52	4	0	0
20:25:25.273000	53	3	0	0
20:25:25.440000	54	1	0	0
20:25:25.606000	55	4	0	0
20:25:25.773000	56	3	0	0
20:25:25.939000	57	2	0	0
20:25:26.106000	58	4	0	0
20:25:26.273000	59	2	0	0
20:25:26.440000	60	3	0	0
20:25:26.607000	61	2	0	0
20:25:26.775000	62	2	0	0
20:25:26.942000	63	3	0	0
20:25:27.109000	64	1	0	0
20:25:27.275000	65	3	0	0
20:25:27.441000	66	4	0	0
20:25:27.609000	67	2	0	0
20:25:27.776000	68	3	0	0
20:25:27.943000	69	1	0	0
20:25:28.110000	70	1	0	0
20:25:28.278000	71	4	0	0
20:25:28.445000	72	3	0	0
20:25:28.612000	73	2	0	0
20:25:28.779000	74	4	0	0
20:25:28.946000	75	3	0	0
20:25:29.113000	76	1	0	0
20:25:29.280000	77	1	0	0
20:25:29.447000	78	4	0	0
20:25:29.614000	79	4	0	0
20:25:29.781000	80	4	0	0
20:25:29.948000	81	1	0	0
20:25:30.115000	82	3	0	0
