system time	LC	op	qsize	received from
20:22:51.043000	1	4	0	0
20:22:51.244000	2	0	0	1000
20:22:51.446000	3	6	0	0
20:22:51.647000	4	1	0	0
20:22:51.848000	5	0	0	1001
20:22:52.049000	6	10	0	0
20:22:52.250000	7	3	0	0
20:22:52.450000	8	7	0	0
20:22:52.651000	9	9	0	0
20:22:52.852000	10	9	0	0
20:22:53.053000	11	0	0	1001
20:22:53.255000	12	0	0	1001
20:22:53.457000	13	8	0	0
20:22:53.658000	14	4	0	0
20:22:53.859000	15	2	1	0
20:22:54.061000	16	0	0	1001
20:22:54.263000	17	9	0	0
20:22:54.465000	18	0	0	1001
20:22:54.666000	19	4	0	0
20:22:54.867000	20	0	1	1001
20:22:55.068000	21	0	0	1000
20:22:55.270000	22	3	0	0
20:22:55.471000	23	3	0	0
20:22:55.672000	24	5	0	0
20:22:55.874000	25	10	0	0
20:22:56.075000	26	0	0	1000
20:22:56.275000	27	9	0	0
20:22:56.475000	28	2	0	0
20:22:56.676000	29	8	0	0
20:22:56.878000	30	0	0	1000
20:22:57.078000	31	0	0	1000
20:22:57.279000	32	3	0	0
20:22:57.481000	33	0	0	1001
20:22:57.682000	34	9	0	0
20:22:57.882000	35	4	1	0
20:22:58.084000	36	0	0	1000
20:22:58.285000	37	3	0	0
20:22:58.485000	38	9	0	0
20:22:58.686000	39	4	0	0
20:22:58.887000	40	0	0	1001
20:22:59.088000	41	5	0	0
20:22:59.289000	42	0	0	1001
20:22:59.490000	43	0	0	1000
20:22:59.691000	44	6	0	0
20:22:59.893000	45	6	0	0
20:23:00.094000	46	7	0	0
20:23:00.294000	47	5	0	0
20:23:00.495000	48	10	0	0
20:23:00.696000	49	8	0	0
20:23:00.898000	50	3	0	0
20:23:01.099000	51	9	0	0
20:23:01.300000	52	10	0	0
20:23:01.502000	53	6	0	0
20:23:01.704000	54	0	0	1001
20:23:01.905000	55	5	0	0
20:23:02.106000	56	9	0	0
20:23:02.308000	57	4	0	0
20:23:02.510000	58	2	0	0
20:23:02.711000	59	9	0	0
20:23:02.911000	60	0	0	1000
20:23:03.113000	61	2	0	0
20:23:03.314000	62	5	0	0
20:23:03.516000	63	3	0	0
20:23:03.716000	64	5	0	0
20:23:03.917000	65	5	0	0
20:23:04.118000	66	8	0	0
20:23:04.319000	67	0	0	1001
20:23:04.519000	68	10	0	0
20:23:04.720000	69	7	0	0
20:23:04.921000	70	0	1	1001
20:23:05.122000	71	0	0	1000
20:23:05.324000	72	1	0	0
20:23:05.526000	73	6	0	0
20:23:05.727000	74	1	0	0
20:23:05.927000	75	0	0	1001
20:23:06.128000	76	7	0	0
20:23:06.329000	77	9	0	0
20:23:06.530000	78	6	0	0
20:23:06.731000	79	4	0	0
20:23:06.932000	80	9	0	0
20:23:07.134000	81	0	0	1000
20:23:07.335000	82	5	0	0
20:23:07.536000	83	7	1	0
20:23:07.737000	84	0	1	1000
20:23:07.937000	85	0	0	1000
20:23:08.139000	86	7	0	0
20:23:08.340000	87	3	0	0
20:23:08.540000	88	9	0	0
20:23:08.740000	89	3	0	0
20:23:08.941000	90	4	0	0
20:23:09.142000	91	3	1	0
20:23:09.343000	92	0	0	1000
20:23:09.543000	93	10	0	0
20:23:09.744000	94	0	0	1000
20:23:09.945000	95	10	0	0
20:23:10.146000	96	0	0	1001
20:23:10.347000	97	1	0	0
20:23:10.549000	98	1	0	0
20:23:10.750000	99	5	0	0
20:23:10.950000	100	9	0	0
20:23:11.151000	101	8	0	0
20:23:11.352000	102	0	0	1000
20:23:11.553000	103	3	0	0
20:23:11.754000	104	3	0	0
20:23:11.956000	105	10	0	0
20:23:12.157000	106	9	0	0
20:23:12.358000	107	9	0	0
20:23:12.560000	108	0	0	1001
20:23:12.761000	109	0	0	1000
20:23:12.962000	110	0	0	1000
20:23:13.162000	111	6	0	0
20:23:13.363000	112	0	0	1000
20:23:13.564000	113	0	0	1000
20:23:13.765000	114	4	0	0
20:23:13.966000	115	0	0	1000
20:23:14.167000	116	10	0	0
20:23:14.367000	117	2	0	0
20:23:14.569000	118	7	0	0
20:23:14.770000	119	4	0	0
20:23:14.970000	120	0	0	1000
20:23:15.172000	121	0	0	1001
20:23:15.374000	122	0	0	1001
20:23:15.575000	123	1	0	0
20:23:15.777000	124	7	0	0
20:23:15.977000	125	3	0	0
20:23:16.179000	126	9	0	0
20:23:16.380000	127	10	0	0
20:23:16.580000	128	4	0	0
20:23:16.780000	129	8	0	0
20:23:16.980000	130	0	0	1000
20:23:17.181000	131	10	0	0
20:23:17.382000	132	6	0	0
20:23:17.583000	133	3	0	0
20:23:17.784000	134	1	0	0
20:23:17.986000	135	0	0	1001
20:23:18.187000	136	0	0	1001
20:23:18.388000	137	3	0	0
20:23:18.590000	138	8	0	0
20:23:18.791000	139	10	0	0
20:23:18.992000	140	0	0	1001
20:23:19.193000	141	7	0	0
20:23:19.393000	142	0	0	1000
20:23:19.594000	143	0	0	1000
20:23:19.796000	144	0	0	1000
20:23:19.996000	145	0	0	1000
20:23:20.197000	146	0	0	1001
20:23:20.398000	147	0	0	1000
20:23:20.598000	148	4	0	0
20:23:20.799000	149	9	0	0
20:23:21.000000	150	0	0	1000
20:23:21.201000	151	0	0	1000
20:23:21.402000	152	0	0	1000
20:23:21.604000	153	0	0	1000
20:23:21.805000	154	8	0	0
20:23:22.007000	155	3	0	0
20:23:22.207000	156	9	0	0
20:23:22.408000	157	6	0	0
20:23:22.608000	158	0	0	1001
20:23:22.809000	159	3	0	0
20:23:23.010000	160	3	0	0
20:23:23.210000	161	2	0	0
20:23:23.411000	162	7	0	0
20:23:23.611000	163	5	0	0
20:23:23.812000	164	8	0	0
20:23:24.014000	165	10	0	0
20:23:24.216000	166	4	0	0
20:23:24.417000	167	8	0	0
20:23:24.618000	168	0	0	1001
20:23:24.818000	169	0	0	1001
20:23:25.019000	170	1	0	0
20:23:25.219000	171	6	0	0
20:23:25.420000	172	2	0	0
20:23:25.622000	173	4	0	0
20:23:25.824000	174	2	0	0
20:23:26.024000	175	5	0	0
20:23:26.224000	176	0	0	1000
20:23:26.425000	177	4	0	0
20:23:26.626000	178	7	0	0
20:23:26.827000	179	8	0	0
20:23:27.028000	180	7	0	0
20:23:27.230000	181	0	0	1000
20:23:27.432000	182	1	0	0
20:23:27.632000	183	0	0	1001
20:23:27.834000	184	2	0	0
20:23:28.035000	185	6	0	0
20:23:28.237000	186	9	0	0
20:23:28.438000	187	10	0	0
20:23:28.639000	188	0	0	1001
20:23:28.839000	189	4	0	0
20:23:29.040000	190	0	0	1001
20:23:29.242000	191	7	0	0
20:23:29.444000	192	3	0	0
20:23:29.645000	193	5	0	0
20:23:29.846000	194	5	0	0
20:23:30.047000	195	3	0	0
20:23:30.248000	196	3	0	0
20:23:30.449000	197	10	0	0
20:23:30.650000	198	6	0	0
20:23:30.852000	199	6	0	0
20:23:31.053000	200	1	0	0
20:23:31.255000	201	1	0	0
20:23:31.456000	202	7	0	0
20:23:31.658000	203	3	0	0
20:23:31.859000	204	9	0	0
20:23:32.060000	205	3	0	0
20:23:32.262000	206	2	0	0
20:23:32.463000	207	0	0	1000
20:23:32.664000	208	7	0	0
20:23:32.865000	209	8	0	0
