system time	LC	op	qsize	received from
19:16:26.228000	1	1	0	0
19:16:26.429000	2	6	0	0
19:16:26.630000	3	4	0	0
19:16:26.831000	4	10	0	0
19:16:27.033000	5	0	0	1001
19:16:27.234000	6	5	0	0
19:16:27.435000	7	1	0	0
19:16:27.636000	8	1	0	0
19:16:27.837000	9	2	0	0
19:16:28.038000	10	9	0	0
19:16:28.240000	11	0	0	1002
19:16:28.441000	12	9	0	0
19:16:28.642000	13	3	0	0
19:16:28.842000	14	6	0	0
19:16:29.043000	15	8	0	0
19:16:29.244000	16	0	0	1001
19:16:29.444000	17	8	0	0
19:16:29.646000	18	6	0	0
19:16:29.846000	19	0	0	1001
19:16:30.047000	20	1	0	0
19:16:30.248000	21	9	0	0
19:16:30.449000	22	7	0	0
19:16:30.649000	23	7	0	0
19:16:30.850000	24	0	0	1001
19:16:31.051000	25	3	0	0
19:16:31.252000	26	4	0	0
19:16:31.453000	27	8	0	0
19:16:31.654000	28	8	0	0
19:16:31.854000	29	7	0	0
19:16:32.055000	30	2	0	0
19:16:32.255000	31	0	0	1001
19:16:32.456000	32	7	0	0
19:16:32.657000	33	1	0	0
19:16:32.857000	34	1	0	0
19:16:33.058000	35	1	0	0
19:16:33.259000	36	7	0	0
19:16:33.460000	37	9	0	0
19:16:33.660000	38	0	0	1002
19:16:33.861000	39	8	0	0
19:16:34.062000	40	7	0	0
19:16:34.263000	41	5	0	0
19:16:34.464000	42	8	0	0
19:16:34.665000	43	0	1	1001
19:16:34.866000	44	0	0	1002
19:16:35.066000	45	0	1	1002
19:16:35.267000	46	0	0	1001
19:16:35.468000	47	2	0	0
19:16:35.669000	48	3	0	0
19:16:35.870000	49	8	0	0
19:16:36.071000	50	0	0	1001
19:16:36.272000	51	3	0	0
19:16:36.473000	52	6	0	0
19:16:36.674000	53	2	0	0
19:16:36.875000	54	0	0	1001
19:16:37.077000	55	9	0	0
19:16:37.278000	56	4	0	0
19:16:37.479000	57	6	0	0
19:16:37.681000	58	0	0	1002
19:16:37.882000	59	6	0	0
19:16:38.083000	60	7	0	0
19:16:38.284000	61	0	0	1002
19:16:38.485000	62	8	0	0
19:16:38.686000	63	0	0	1002
19:16:38.887000	64	3	0	0
19:16:39.089000	65	4	0	0
19:16:39.290000	66	0	0	1002
19:16:39.491000	67	5	0	0
19:16:39.691000	68	10	0	0
19:16:39.892000	69	7	0	0
19:16:40.094000	70	0	0	1002
19:16:40.295000	71	2	0	0
19:16:40.496000	72	10	0	0
19:16:40.698000	73	3	0	0
19:16:40.900000	74	8	0	0
19:16:41.101000	75	6	0	0
19:16:41.302000	76	6	0	0
19:16:41.503000	77	10	0	0
19:16:41.703000	78	0	0	1001
19:16:41.905000	79	8	0	0
19:16:42.106000	80	10	0	0
19:16:42.307000	81	5	0	0
19:16:42.508000	82	2	0	0
19:16:42.709000	83	6	0	0
19:16:42.910000	84	5	0	0
19:16:43.111000	85	5	0	0
19:16:43.312000	86	2	0	0
19:16:43.513000	87	9	0	0
19:16:43.715000	88	7	0	0
19:16:43.916000	89	6	0	0
19:16:44.118000	90	3	0	0
19:16:44.318000	91	1	0	0
19:16:44.519000	92	5	0	0
19:16:44.721000	93	9	0	0
19:16:44.922000	94	0	0	1001
19:16:45.122000	95	8	0	0
19:16:45.323000	96	3	0	0
19:16:45.524000	97	9	0	0
19:16:45.725000	98	7	0	0
19:16:45.926000	99	10	0	0
19:16:46.126000	100	5	0	0
19:16:46.327000	101	7	0	0
19:16:46.528000	102	5	0	0
19:16:46.730000	103	0	0	1001
19:16:46.931000	104	9	0	0
19:16:47.132000	105	0	0	1001
19:16:47.332000	106	0	0	1001
19:16:47.532000	107	5	0	0
19:16:47.734000	108	8	0	0
19:16:47.934000	109	4	0	0
19:16:48.136000	110	2	0	0
19:16:48.337000	111	10	0	0
19:16:48.537000	112	8	0	0
19:16:48.738000	113	6	0	0
19:16:48.939000	114	9	0	0
19:16:49.140000	115	7	0	0
19:16:49.342000	116	0	0	1002
19:16:49.543000	117	5	0	0
19:16:49.744000	118	10	0	0
19:16:49.946000	119	1	0	0
19:16:50.147000	120	5	0	0
19:16:50.348000	121	10	0	0
19:16:50.548000	122	8	0	0
19:16:50.750000	123	10	0	0
19:16:50.950000	124	4	0	0
19:16:51.151000	125	0	0	1001
19:16:51.352000	126	0	0	1001
19:16:51.554000	127	9	0	0
19:16:51.755000	128	4	0	0
19:16:51.956000	129	4	0	0
19:16:52.157000	130	0	0	1001
19:16:52.358000	131	0	0	1002
19:16:52.559000	132	9	0	0
19:16:52.760000	133	0	0	1001
19:16:52.962000	134	8	0	0
19:16:53.163000	135	5	0	0
19:16:53.364000	136	5	0	0
19:16:53.566000	137	2	0	0
19:16:53.767000	138	4	0	0
19:16:53.967000	139	0	0	1002
19:16:54.168000	140	6	0	0
19:16:54.368000	141	0	0	1001
19:16:54.569000	142	1	0	0
19:16:54.770000	143	0	0	1002
19:16:54.971000	144	0	0	1001
19:16:55.173000	145	8	0	0
19:16:55.373000	146	6	0	0
19:16:55.573000	147	1	0	0
19:16:55.775000	148	2	0	0
19:16:55.976000	149	0	0	1001
19:16:56.176000	150	3	0	0
19:16:56.376000	151	9	0	0
