system time	LC	op	qsize	received from
18:26:16.649000	1	8	0	0
18:26:16.817000	2	10	0	0
18:26:16.984000	3	4	0	0
18:26:17.150000	4	2	0	0
18:26:17.318000	5	7	0	0
18:26:17.485000	6	4	0	0
18:26:17.653000	7	8	0	0
18:26:17.819000	8	9	0	0
18:26:17.987000	9	7	0	0
18:26:18.154000	10	0	0	1001
18:26:18.322000	11	8	0	0
18:26:18.489000	12	8	0	0
18:26:18.656000	13	1	0	0
18:26:18.824000	14	9	0	0
18:26:18.991000	15	5	0	0
18:26:19.159000	16	3	0	0
18:26:19.327000	17	3	0	0
18:26:19.493000	18	6	0	0
18:26:19.660000	19	10	0	0
18:26:19.827000	20	4	0	0
18:26:19.993000	21	1	0	0
18:26:20.160000	22	6	0	0
18:26:20.328000	23	5	0	0
18:26:20.496000	24	4	0	0
18:26:20.663000	25	6	0	0
18:26:20.830000	26	10	0	0
18:26:20.997000	27	8	0	0
18:26:21.164000	28	4	0	0
18:26:21.332000	29	2	0	0
18:26:21.498000	30	5	0	0
18:26:21.665000	31	3	0	0
18:26:21.833000	32	10	0	0
18:26:21.999000	33	6	0	0
18:26:22.166000	34	10	0	0
18:26:22.334000	35	9	0	0
18:26:22.502000	36	10	0	0
18:26:22.669000	37	7	0	0
18:26:22.836000	38	3	0	0
18:26:23.003000	39	2	0	0
18:26:23.170000	40	7	0	0
18:26:23.337000	41	1	0	0
18:26:23.504000	42	1	0	0
18:26:23.671000	43	10	0	0
18:26:23.838000	44	2	0	0
18:26:24.005000	45	5	0	0
18:26:24.172000	46	10	0	0
18:26:24.340000	47	5	0	0
18:26:24.507000	48	9	0	0
18:26:24.673000	49	0	0	1001
18:26:24.841000	50	5	0	0
18:26:25.008000	51	7	0	0
18:26:25.174000	52	7	0	0
18:26:25.340000	53	8	0	0
18:26:25.507000	54	8	0	0
18:26:25.673000	55	0	0	1001
18:26:25.840000	56	9	0	0
18:26:26.006000	57	5	0	0
18:26:26.173000	58	10	0	0
18:26:26.340000	59	0	0	1001
18:26:26.507000	60	5	0	0
18:26:26.674000	61	9	0	0
18:26:26.841000	62	5	0	0
18:26:27.008000	63	3	0	0
18:26:27.175000	64	9	0	0
18:26:27.341000	65	7	0	0
18:26:27.508000	66	1	0	0
18:26:27.674000	67	4	0	0
18:26:27.842000	68	7	0	0
18:26:28.009000	69	4	0	0
18:26:28.176000	70	8	0	0
18:26:28.343000	71	8	0	0
18:26:28.510000	72	4	0	0
18:26:28.677000	73	5	0	0
18:26:28.845000	74	7	0	0
18:26:29.011000	75	6	0	0
18:26:29.179000	76	5	0	0
18:26:29.347000	77	8	0	0
18:26:29.514000	78	10	0	0
18:26:29.681000	79	8	0	0
18:26:29.848000	80	6	0	0
18:26:30.015000	81	10	0	0
18:26:30.182000	82	9	0	0
18:26:30.349000	83	9	0	0
18:26:30.516000	84	6	0	0
18:26:30.683000	85	5	0	0
18:26:30.850000	86	7	0	0
18:26:31.016000	87	7	0	0
18:26:31.183000	88	4	0	0
18:26:31.350000	89	6	0	0
18:26:31.517000	90	8	0	0
18:26:31.684000	91	9	0	0
18:26:31.851000	92	7	0	0
18:26:32.018000	93	10	0	0
18:26:32.186000	94	4	0	0
18:26:32.353000	95	1	0	0
18:26:32.520000	96	4	0	0
18:26:32.687000	97	0	0	1001
18:26:32.854000	98	8	0	0
18:26:33.021000	99	2	0	0
18:26:33.188000	100	6	0	0
18:26:33.356000	101	10	0	0
18:26:33.523000	102	3	0	0
18:26:33.691000	103	10	0	0
18:26:33.858000	104	8	0	0
18:26:34.025000	105	10	0	0
18:26:34.191000	106	10	0	0
18:26:34.358000	107	4	0	0
18:26:34.525000	108	1	0	0
18:26:34.692000	109	0	0	1001
18:26:34.859000	110	8	0	0
18:26:35.026000	111	2	0	0
18:26:35.192000	112	3	0	0
18:26:35.359000	113	1	0	0
18:26:35.526000	114	5	0	0
18:26:35.693000	115	5	0	0
18:26:35.860000	116	7	0	0
18:26:36.026000	117	5	0	0
18:26:36.192000	118	6	0	0
18:26:36.359000	119	8	0	0
18:26:36.525000	120	6	0	0
18:26:36.692000	121	10	0	0
18:26:36.859000	122	3	0	0
18:26:37.026000	123	2	0	0
18:26:37.194000	124	5	0	0
18:26:37.361000	125	9	0	0
18:26:37.527000	126	9	0	0
18:26:37.694000	127	6	0	0
18:26:37.861000	128	7	0	0
18:26:38.028000	129	5	0	0
18:26:38.195000	130	7	1	0
18:26:38.363000	131	0	0	1001
18:26:38.530000	132	8	0	0
18:26:38.697000	133	0	0	1001
18:26:38.864000	134	5	0	0
18:26:39.031000	135	8	0	0
18:26:39.198000	136	2	0	0
18:26:39.366000	137	3	0	0
18:26:39.532000	138	6	0	0
18:26:39.699000	139	10	0	0
18:26:39.865000	140	4	0	0
18:26:40.032000	141	2	0	0
18:26:40.198000	142	10	0	0
18:26:40.365000	143	5	0	0
18:26:40.532000	144	3	0	0
18:26:40.700000	145	10	0	0
18:26:40.867000	146	3	0	0
18:26:41.034000	147	1	0	0
18:26:41.201000	148	4	0	0
18:26:41.368000	149	10	0	0
18:26:41.536000	150	4	0	0
18:26:41.703000	151	4	0	0
18:26:41.870000	152	8	0	0
18:26:42.038000	153	6	0	0
18:26:42.205000	154	0	0	1001
18:26:42.372000	155	1	0	0
18:26:42.540000	156	10	0	0
18:26:42.707000	157	8	0	0
18:26:42.874000	158	3	0	0
18:26:43.040000	159	9	0	0
18:26:43.207000	160	4	0	0
18:26:43.375000	161	8	0	0
18:26:43.542000	162	6	0	0
18:26:43.710000	163	9	0	0
18:26:43.877000	164	9	0	0
18:26:44.044000	165	2	0	0
18:26:44.211000	166	6	0	0
18:26:44.378000	167	6	0	0
18:26:44.546000	168	5	0	0
18:26:44.713000	169	8	0	0
18:26:44.880000	170	2	0	0
18:26:45.047000	171	5	0	0
18:26:45.213000	172	5	0	0
18:26:45.381000	173	3	0	0
18:26:45.547000	174	4	0	0
18:26:45.713000	175	9	0	0
18:26:45.880000	176	4	0	0
18:26:46.047000	177	9	0	0
18:26:46.214000	178	6	0	0
18:26:46.381000	179	3	0	0
18:26:46.548000	180	4	0	0
18:26:46.715000	181	8	0	0
18:26:46.882000	182	6	0	0
18:26:47.050000	183	6	0	0
18:26:47.217000	184	0	0	1001
18:26:47.384000	185	5	0	0
18:26:47.550000	186	9	0	0
18:26:47.717000	187	5	0	0
18:26:47.883000	188	5	0	0
18:26:48.051000	189	6	0	0
18:26:48.217000	190	6	0	0
18:26:48.384000	191	4	0	0
18:26:48.551000	192	3	0	0
18:26:48.718000	193	4	0	0
18:26:48.885000	194	1	0	0
18:26:49.052000	195	3	0	0
18:26:49.219000	196	6	0	0
18:26:49.386000	197	4	0	0
18:26:49.554000	198	7	0	0
18:26:49.720000	199	0	0	1001
18:26:49.886000	200	5	0	0
18:26:50.054000	201	6	0	0
18:26:50.220000	202	2	0	0
18:26:50.387000	203	4	0	0
18:26:50.554000	204	5	0	0
18:26:50.720000	205	10	0	0
18:26:50.887000	206	8	0	0
18:26:51.053000	207	1	0	0
18:26:51.220000	208	9	0	0
18:26:51.387000	209	10	0	0
18:26:51.554000	210	6	0	0
18:26:51.721000	211	7	0	0
18:26:51.888000	212	1	0	0
18:26:52.055000	213	3	0	0
18:26:52.222000	214	7	0	0
18:26:52.389000	215	4	0	0
18:26:52.556000	216	8	0	0
18:26:52.723000	217	5	0	0
18:26:52.890000	218	4	0	0
18:26:53.057000	219	8	0	0
18:26:53.224000	220	3	0	0
18:26:53.390000	221	3	0	0
18:26:53.557000	222	3	0	0
18:26:53.724000	223	4	0	0
18:26:53.890000	224	1	0	0
18:26:54.057000	225	8	0	0
18:26:54.224000	226	2	0	0
18:26:54.391000	227	9	0	0
18:26:54.559000	228	6	0	0
18:26:54.726000	229	10	0	0
18:26:54.893000	230	6	0	0
18:26:55.060000	231	7	0	0
18:26:55.226000	232	7	0	0
18:26:55.393000	233	8	0	0
18:26:55.560000	234	5	0	0
18:26:55.727000	235	6	0	0
18:26:55.894000	236	5	0	0
18:26:56.061000	237	2	0	0
18:26:56.227000	238	3	0	0
18:26:56.393000	239	1	0	0
18:26:56.560000	240	3	0	0
18:26:56.728000	241	3	0	0
18:26:56.895000	242	3	0	0
18:26:57.062000	243	7	0	0
18:26:57.228000	244	10	0	0
18:26:57.396000	245	1	0	0
18:26:57.563000	246	1	0	0
18:26:57.730000	247	10	0	0
18:26:57.897000	248	1	0	0
18:26:58.063000	249	4	0	0
18:26:58.231000	250	10	0	0
18:26:58.398000	251	6	0	0
18:26:58.565000	252	8	0	0
18:26:58.732000	253	3	0	0
18:26:58.900000	254	4	0	0
18:26:59.066000	255	4	0	0
18:26:59.233000	256	3	0	0
18:26:59.400000	257	3	0	0
18:26:59.567000	258	10	0	0
18:26:59.734000	259	8	0	0
18:26:59.900000	260	10	0	0
18:27:00.067000	261	4	0	0
18:27:00.234000	262	1	0	0
18:27:00.401000	263	7	0	0
18:27:00.568000	264	10	0	0
18:27:00.734000	265	8	0	0
18:27:00.902000	266	5	0	0
18:27:01.068000	267	9	0	0
18:27:01.235000	268	6	0	0
18:27:01.402000	269	6	0	0
18:27:01.568000	270	7	0	0
18:27:01.734000	271	6	0	0
18:27:01.901000	272	4	0	0
18:27:02.068000	273	8	0	0
18:27:02.234000	274	10	0	0
18:27:02.402000	275	0	0	1001
18:27:02.569000	276	10	0	0
18:27:02.736000	277	3	0	0
18:27:02.903000	278	2	0	0
18:27:03.070000	279	9	0	0
18:27:03.236000	280	2	0	0
18:27:03.403000	281	9	0	0
18:27:03.569000	282	8	0	0
18:27:03.737000	283	9	0	0
18:27:03.903000	284	9	0	0
18:27:04.070000	285	8	0	0
18:27:04.236000	286	4	0	0
18:27:04.403000	287	7	0	0
18:27:04.570000	288	4	0	0
18:27:04.737000	289	9	0	0
18:27:04.905000	290	7	0	0
18:27:05.072000	291	4	0	0
18:27:05.239000	292	7	0	0
18:27:05.406000	293	4	0	0
18:27:05.572000	294	1	0	0
18:27:05.739000	295	1	0	0
18:27:05.906000	296	6	0	0
18:27:06.072000	297	2	0	0
18:27:06.239000	298	3	0	0
18:27:06.406000	299	1	0	0
18:27:06.574000	300	6	0	0
18:27:06.741000	301	3	0	0
18:27:06.909000	302	4	0	0
18:27:07.075000	303	3	0	0
18:27:07.242000	304	2	0	0
